"Lesson_ID","Module","Lesson_Order","Lesson_Title","Script_Text","Diagram_Prompt","Diagram_File","Video_File","Audio_File","Quiz_Question","Quiz_Answer","Key_Concept","Lesson_Duration_Min"
"hvac-03-02","Electrical Basics for HVAC","2","Ohms Law and Circuits","Electricity runs everything in an HVAC system. If you don't understand it, you can't diagnose anything.

Wiring diagrams are the roadmaps of HVAC systems. There are two types: schematic diagrams (show the electrical logic — which components connect to which) and pictorial diagrams (show the physical location of components and wire routing). This lesson teaches you to read both. You will trace the 24V control circuit from the transformer through the thermostat to the contactor coil. You will trace the 240V power circuit from the disconnect through the contactor contacts to the compressor and fan motor. You will learn standard electrical symbols: switches, relays, transformers, motors, capacitors, and ground connections. Every manufacturer includes wiring diagrams on the equipment — usually on the inside of the access panel. Learning to read them is not optional.

Here are the key terms. Write these down.

Schematic Diagram: Shows electrical connections logically — which components are in series or parallel. Used for troubleshooting circuit logic.

Pictorial Diagram: Shows physical wire routing and component locations. Used for finding components and tracing wires on the actual equipment.

Series Circuit: Components connected end-to-end. Current flows through each one. If any component opens, the entire circuit stops. Safety switches are wired in series.

Here's why this matters on the job: On a no-cooling call, you trace the 24V circuit: transformer → thermostat → safety switches → contactor coil. If you find 24V at the thermostat but 0V at the contactor, the problem is between those two points. Without reading the diagram, you are guessing.

Watch out for these: Always check the wiring diagram on the equipment — do not assume all systems are wired the same. And — A broken wire in a series circuit stops everything downstream

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Ohms Law and Circuits technical diagram with labeled components","multimeter-use.png","hvac/videos/lesson-ba8f7e3f-af6b-50bc-9564-f2bb0b303349.mp4","hvac/audio/lesson-ba8f7e3f-af6b-50bc-9564-f2bb0b303349.mp3","What is the key concept of Ohms Law and Circuits?","Wiring diagrams are the roadmaps of HVAC systems","Wiring diagrams are the roadmaps of HVAC systems","3"
"hvac-03-03","Electrical Basics for HVAC","3","Reading Wiring Diagrams","Electricity runs everything in an HVAC system. If you don't understand it, you can't diagnose anything.

In this lab, you will use a digital multimeter to measure AC voltage (at the disconnect, contactor, and transformer), DC voltage (at the control board), resistance (across motor windings and capacitors), continuity (through switches and fuses), and capacitance (on run capacitors). You will use a clamp-on ammeter to measure motor amperage on the compressor and fan motor, comparing readings to nameplate values. You will practice safe measurement techniques: selecting the correct meter function, using the correct probe ports, and never measuring resistance on an energized circuit.

Here are the key terms. Write these down.

Continuity: A complete electrical path. Your meter beeps when continuity exists (near-zero ohms). No beep = open circuit (broken wire, blown fuse, open switch).

Capacitance: The ability to store electrical charge, measured in microfarads (µF). A capacitor must be within ±6% of its rated value to work properly.

Common (C) Terminal: On a compressor, the terminal connected to both the start and run windings. Used as a reference point for winding resistance measurements.

Here's why this matters on the job: Every service call requires meter readings. Measuring voltage confirms power. Measuring amps confirms motor health. Measuring capacitance confirms capacitor condition. These three measurements solve 80% of electrical problems.

Watch out for these: Set your meter to the correct function BEFORE connecting probes — wrong setting can damage the meter or shock you. And — Discharge capacitors before measuring capacitance — stored charge gives false readings and can shock you

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Reading Wiring Diagrams technical diagram with labeled components","thermostat-wiring.png","hvac/videos/lesson-598c6f54-1ea9-5e73-ac5b-f8e29a556110.mp4","hvac/audio/lesson-598c6f54-1ea9-5e73-ac5b-f8e29a556110.mp3","What is the key concept of Reading Wiring Diagrams?","In this lab, you will use a digital multimeter to measure AC voltage (at the disconnect, contactor, and transformer), DC voltage (at the control board), resistance (across motor windings and capacitors), continuity (through switches and fuses), and capacitance (on run capacitors)","In this lab, you will use a digital multimeter to measure AC voltage (at the disconnect, contactor, and transformer), DC voltage (at the control board), resistance (across motor windings and capacitors), continuity (through switches and fuses), and capacitance (on run capacitors)","3"
"hvac-03-04","Electrical Basics for HVAC","4","Electrical Safety and LOTO","Electricity runs everything in an HVAC system. If you don't understand it, you can't diagnose anything.

Capacitors, contactors, and relays are the three most commonly replaced electrical components in HVAC. A run capacitor stores and releases energy to keep motors running efficiently — when it fails, the motor hums but does not start, or starts slowly and overheats. Capacitors are rated in microfarads (µF) and voltage. A dual run capacitor has three terminals: HERM (compressor), FAN (condenser fan), and C (common). A contactor is an electrically controlled switch — 24V from the thermostat energizes the coil, which magnetically pulls the contacts closed, sending 240V to the motors. Pitted or burned contacts cause voltage drop and overheating. A relay is a smaller version of a contactor, used for lower-current switching like fan relays and time-delay relays.

Here are the key terms. Write these down.

Run Capacitor: Provides continuous phase shift to keep a motor running efficiently. Failure causes humming, slow starting, or motor overheating.

Start Capacitor: Provides a brief high-torque boost during motor startup, then disconnects. Used on hard-start kits.

Dual Run Capacitor: Single capacitor with two sections — one for the compressor (HERM) and one for the fan motor (FAN), sharing a common terminal (C).

Here's why this matters on the job: Bad capacitors are the #1 cause of no-cooling calls in summer. A technician who can diagnose and replace a capacitor in 15 minutes is worth their weight in gold to an employer.

Watch out for these: Always replace a capacitor with the EXACT µF rating — wrong value damages the motor. And — A bulging or leaking capacitor is failed — replace it even if it still reads in range

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Electrical Safety and LOTO technical diagram with labeled components","circuit-breaker.png","hvac/videos/lesson-1020f5bf-0d4f-5f87-b43b-da658cb24fab.mp4","hvac/audio/lesson-1020f5bf-0d4f-5f87-b43b-da658cb24fab.mp3","What is the key concept of Electrical Safety and LOTO?","Capacitors, contactors, and relays are the three most commonly replaced electrical components in HVAC","Capacitors, contactors, and relays are the three most commonly replaced electrical components in HVAC","3"
"hvac-03-05","Electrical Basics for HVAC","5","Module 3 Quiz","Electricity runs everything in an HVAC system. If you don't understand it, you can't diagnose anything.

This quiz tests Ohm's Law calculations, meter usage, wiring diagram reading, capacitor diagnosis, contactor operation, and electrical safety. You must be able to calculate voltage, current, or resistance given the other two values, identify the correct meter function for each measurement, and trace a circuit on a wiring diagram.

Here's why this matters on the job: Electrical knowledge separates a parts-changer from a real technician. Anyone can swap a capacitor — a technician understands WHY it failed and checks for the root cause.

Watch out for these: Know Ohm's Law cold: V=IR, I=V/R, R=V/I. And — Know the difference between series and parallel circuits

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Module 3 Quiz technical diagram with labeled components","motor-wiring.png","hvac/videos/lesson-b23ca62f-295e-5c2c-aa00-783f16e91ed9.mp4","hvac/audio/lesson-b23ca62f-295e-5c2c-aa00-783f16e91ed9.mp3","What is the key concept of Module 3 Quiz?","This quiz tests Ohm's Law calculations, meter usage, wiring diagram reading, capacitor diagnosis, contactor operation, and electrical safety","This quiz tests Ohm's Law calculations, meter usage, wiring diagram reading, capacitor diagnosis, contactor operation, and electrical safety","3"
"hvac-04-01","Heating Systems","1","Gas Furnace Operation","Heating systems keep people alive in winter. You need to know them cold.

A gas furnace burns natural gas or propane to heat air. The sequence: thermostat calls for heat, draft inducer starts, pressure switch closes, igniter glows at 1800F+, gas valve opens, burners ignite, flame sensor proves flame, heat exchanger warms, blower starts after delay, warm air flows through ducts. If any step fails, the control board shuts down. The heat exchanger separates combustion gases from breathable air. A crack allows carbon monoxide into the living space.

Here are the key terms. Write these down.

Heat Exchanger: Metal chambers transferring combustion heat to room air. A crack leaks CO.

Flame Sensor: Thin metal rod proving flame by conducting microamps. Dirty flame sensor is the number one no-heat call.

Here's why this matters on the job: Gas furnace calls are winter bread and butter. Diagnosing no-heat in 15 minutes keeps you busy all season.

Watch out for these: Read control board LED fault codes FIRST. And — Dirty flame sensor is the most common no-heat cause

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Gas Furnace Operation technical diagram with labeled components","furnace-operation.png","hvac/videos/lesson-baed04b3-35ae-51c7-a325-c678fbd0e725.mp4","hvac/audio/lesson-baed04b3-35ae-51c7-a325-c678fbd0e725.mp3","What is the key concept of Gas Furnace Operation?","A gas furnace burns natural gas or propane to heat air","A gas furnace burns natural gas or propane to heat air","3"
"hvac-04-02","Heating Systems","2","Electric Heat Systems","Heating systems keep people alive in winter. You need to know them cold.

Electric heat uses resistance elements called heat strips. Nichrome wire generates heat when current flows through it. Strips are staged through a sequencer relay to prevent inrush current. A 15kW system might have three 5kW stages. Electric heat is 100 percent efficient but expensive. Heat strips serve as auxiliary and emergency heat in heat pump systems.

Here are the key terms. Write these down.

Heat Strip: Nichrome wire resistance element converting electricity to heat.

Sequencer: Time-delay relay staging heat strips on one at a time.

Here's why this matters on the job: High winter electric bills often mean heat strips running constantly because the heat pump has a problem.

Watch out for these: Measure amp draw on each element. And — Emergency heat costs 2-3x more than heat pump operation

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Electric Heat Systems technical diagram with labeled components","heat-exchanger.png","hvac/videos/lesson-9bfa7972-4169-5360-9b82-84aef75ce4d4.mp4","hvac/audio/lesson-9bfa7972-4169-5360-9b82-84aef75ce4d4.mp3","What is the key concept of Electric Heat Systems?","Electric heat uses resistance elements called heat strips","Electric heat uses resistance elements called heat strips","3"
"hvac-04-03","Heating Systems","3","Heat Pump Basics","Heating systems keep people alive in winter. You need to know them cold.

A heat pump is an AC that runs in reverse. A reversing valve switches refrigerant flow direction. In cooling mode the outdoor coil rejects heat. In heating mode the outdoor coil absorbs heat from outdoor air. The O wire energizes the reversing valve in cooling mode on Carrier and Honeywell systems. The B wire energizes it in heating mode on Rheem and Ruud systems. In heating mode the outdoor coil ices up and the defrost control periodically switches to cooling mode to melt ice.

Here are the key terms. Write these down.

Reversing Valve: A 4-way valve changing refrigerant flow direction between heating and cooling.

Defrost Cycle: Temporarily switches to cooling to melt outdoor coil ice.

Here's why this matters on the job: Heat pumps are the fastest-growing residential HVAC segment.

Watch out for these: Know O vs B convention before diagnosing. And — Stuck reversing valve causes heating in cooling mode or vice versa

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Heat Pump Basics technical diagram with labeled components","heat-pump-cycle.png","hvac/videos/lesson-b84ebdfa-ff58-53c2-96eb-5975e584cbc1.mp4","hvac/audio/lesson-b84ebdfa-ff58-53c2-96eb-5975e584cbc1.mp3","What is the key concept of Heat Pump Basics?","A heat pump is an AC that runs in reverse","A heat pump is an AC that runs in reverse","3"
"hvac-04-04","Heating Systems","4","Combustion Analysis","Heating systems keep people alive in winter. You need to know them cold.

Combustion analysis verifies safe efficient furnace operation. A combustion analyzer measures CO, O2, CO2, and stack temperature in flue gases. Gas pressure is measured with a manometer. Natural gas should be 3.5 inches water column at the manifold. Incorrect pressure causes incomplete combustion and carbon monoxide production.

Here are the key terms. Write these down.

Combustion Analyzer: Measures CO, O2, CO2, stack temp in flue gases.

Manifold Pressure: Gas pressure at burners. Natural gas 3.5 in w.c.

Here's why this matters on the job: Combustion analysis is required during installation and annual maintenance.

Watch out for these: Any CO above 9 ppm in living space requires investigation. And — Never adjust gas pressure without a manometer

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Combustion Analysis technical diagram with labeled components","furnace-operation.png","hvac/videos/lesson-26bfd436-bfa9-587a-a98a-93a89ae0af22.mp4","hvac/audio/lesson-26bfd436-bfa9-587a-a98a-93a89ae0af22.mp3","What is the key concept of Combustion Analysis?","Combustion analysis verifies safe efficient furnace operation","Combustion analysis verifies safe efficient furnace operation","3"
"hvac-04-05","Heating Systems","5","Furnace Inspection Lab","Heating systems keep people alive in winter. You need to know them cold.

Complete furnace inspection lab covering visual heat exchanger inspection, flame sensor cleaning and microamp measurement, igniter resistance check, gas pressure measurement, burner flame inspection, blower amp draw, filter replacement, safety switch testing, control board fault codes, and thermostat verification. Document findings on a professional service report.

Here are the key terms. Write these down.

Temperature Rise: Supply minus return air temp across furnace. Must be within nameplate range.

Here's why this matters on the job: Furnace maintenance is major revenue for HVAC companies.

Watch out for these: Check temperature rise against nameplate range. And — Flame sensor below 1 microamp needs cleaning

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Furnace Inspection Lab technical diagram with labeled components","furnace-operation.png","hvac/videos/lesson-9a82e78f-eb1c-5592-a013-c7fe58033531.mp4","hvac/audio/lesson-9a82e78f-eb1c-5592-a013-c7fe58033531.mp3","What is the key concept of Furnace Inspection Lab?","Complete furnace inspection lab covering visual heat exchanger inspection, flame sensor cleaning and microamp measurement, igniter resistance check, gas pressure measurement, burner flame inspection, blower amp draw, filter replacement, safety switch testing, control board fault codes, and thermostat verification","Complete furnace inspection lab covering visual heat exchanger inspection, flame sensor cleaning and microamp measurement, igniter resistance check, gas pressure measurement, burner flame inspection, blower amp draw, filter replacement, safety switch testing, control board fault codes, and thermostat verification","3"
"hvac-04-06","Heating Systems","6","Module 4 Quiz","Heating systems keep people alive in winter. You need to know them cold.

Quiz covering gas furnace operation sequence, heat exchanger safety, electric heat, heat pump operation, combustion analysis, and inspection procedures.

Here's why this matters on the job: Heating knowledge is tested on the journeyman exam.

Watch out for these: Know the complete furnace ignition sequence. And — Know what a cracked heat exchanger means

Take a minute before you move on. What's the one thing from this lesson you need to remember on a service call?","HVAC Module 4 Quiz technical diagram with labeled components","furnace-operation.png","hvac/videos/lesson-ca5df4d7-f2c4-5f91-aa9a-a4d9b2730c03.mp4","hvac/audio/lesson-ca5df4d7-f2c4-5f91-aa9a-a4d9b2730c03.mp3","What is the key concept of Module 4 Quiz?","Quiz covering gas furnace operation sequence, heat exchanger safety, electric heat, heat pump operation, combustion analysis, and inspection procedures","Quiz covering gas furnace operation sequence, heat exchanger safety, electric heat, heat pump operation, combustion analysis, and inspection procedures","3"
"hvac-05-01","Refrigeration Cycle","1","Refrigeration Cycle Deep Dive","The refrigeration cycle is the foundation of everything you'll do in this trade.

The refrigeration cycle has four stages. Compression: the compressor takes low-pressure vapor and compresses it into high-pressure high-temperature gas. Condensation: hot gas flows through the condenser coil where outdoor air removes heat and refrigerant condenses into warm liquid. Expansion: the metering device creates a pressure drop converting warm liquid into cold low-pressure mixture. Evaporation: cold refrigerant flows through the evaporator coil absorbing heat from indoor air and evaporating into vapor. HVAC systems move heat, they do not create cold.

Here are the key terms. Write these down.

Superheat: Temperature of vapor above its boiling point at the current pressure. Measured at suction line.

Subcooling: Temperature of liquid below its condensing point at the current pressure. Measured at liquid line.

TXV: Thermostatic Expansion Valve adjusting refrigerant flow based on evaporator superheat.

Here's why this matters on the job: Every cooling diagnosis starts with the refrigeration cycle. Understanding what should happen at each stage lets you identify what is actually happening.

Watch out for these: High superheat means not enough refrigerant reaching evaporator. And — Low superheat means too much liquid risking compressor damage

Before you move on — what happens to refrigerant in the evaporator? Don't look it up. Think about it.","HVAC Refrigeration Cycle Deep Dive technical diagram with labeled components","ref-cycle-overview.png","hvac/videos/lesson-3b753cee-2a4f-5702-9661-23d48f475b7b.mp4","hvac/audio/lesson-3b753cee-2a4f-5702-9661-23d48f475b7b.mp3","What is the key concept of Refrigeration Cycle Deep Dive?","The refrigeration cycle has four stages","The refrigeration cycle has four stages","3"
"hvac-05-02","Refrigeration Cycle","2","Compressor Function","The refrigeration cycle is the foundation of everything you'll do in this trade.

The pressure-temperature relationship is the foundation of refrigerant diagnostics. Every refrigerant has a specific saturation temperature at each pressure. For R-410A at 118 psig the saturation temp is about 40F. You use the PT chart to convert gauge readings to temperatures. Superheat equals actual suction line temp minus suction saturation temp. Subcooling equals liquid saturation temp minus actual liquid line temp. These two calculations tell you the condition of the charge.

Here are the key terms. Write these down.

PT Chart: Shows saturation temperature for each refrigerant at every pressure.

R-410A: Standard residential AC refrigerant operating at higher pressures than R-22.

Here's why this matters on the job: You will calculate superheat and subcooling on every cooling diagnostic call.

Watch out for these: Use the PT chart for the CORRECT refrigerant. And — Superheat measured at suction line, subcooling at liquid line

Before you move on — what happens to refrigerant in the evaporator? Don't look it up. Think about it.","HVAC Compressor Function technical diagram with labeled components","compressor-types.png","hvac/videos/lesson-cad2cb2e-8551-56ed-95ed-bfc0d6cb9c27.mp4","hvac/audio/lesson-cad2cb2e-8551-56ed-95ed-bfc0d6cb9c27.mp3","What is the key concept of Compressor Function?","The pressure-temperature relationship is the foundation of refrigerant diagnostics","The pressure-temperature relationship is the foundation of refrigerant diagnostics","3"
"hvac-05-03","Refrigeration Cycle","3","Condenser Operation","The refrigeration cycle is the foundation of everything you'll do in this trade.

The compressor compresses low-pressure vapor into high-pressure gas. Residential systems use scroll compressors (two spiral scrolls, one orbiting) and reciprocating compressors (piston and cylinder). The motor has C, S, and R terminals. Diagnose by measuring winding resistance: C-S highest, C-R lower, S-R equals C-S plus C-R. Open winding means burned out. Grounded winding (low resistance to shell) means insulation breakdown and replacement.

Here are the key terms. Write these down.

Scroll Compressor: Two interlocking spirals compress refrigerant. Quieter and more efficient.

C-S-R Terminals: Common, Start, Run terminals for winding resistance diagnosis.

Here's why this matters on the job: Before condemning a compressor always check the capacitor and contactor first. Those are much cheaper.

Watch out for these: Humming compressor usually means bad capacitor not bad compressor. And — Always check capacitor and contactor BEFORE condemning compressor

Before you move on — what happens to refrigerant in the evaporator? Don't look it up. Think about it.","HVAC Condenser Operation technical diagram with labeled components","condenser-operation.png","hvac/videos/lesson-866b89da-dbff-58c5-9fd3-2d3c8ccffa4a.mp4","hvac/audio/lesson-866b89da-dbff-58c5-9fd3-2d3c8ccffa4a.mp3","What is the key concept of Condenser Operation?","The compressor compresses low-pressure vapor into high-pressure gas","The compressor compresses low-pressure vapor into high-pressure gas","3"
"hvac-05-04","Refrigeration Cycle","4","Metering Devices","The refrigeration cycle is the foundation of everything you'll do in this trade.

The metering device controls refrigerant flow into the evaporator. TXV adjusts flow based on superheat using a sensing bulb on the suction line. Piston is a fixed orifice providing constant restriction. TXV systems are charged by subcooling target 10-15F. Piston systems are charged by superheat using the manufacturer charging chart. Using the wrong method gives incorrect results.

Here are the key terms. Write these down.

TXV Sensing Bulb: Temperature sensor clamped to suction line controlling TXV opening.

Fixed Orifice: Piston with precisely sized hole providing constant restriction.

Here's why this matters on the job: Knowing which metering device determines your charging method. Wrong method gives wrong results.

Watch out for these: Check data plate for TXV or piston. And — Restricted TXV mimics low charge symptoms

Before you move on — what happens to refrigerant in the evaporator? Don't look it up. Think about it.","HVAC Metering Devices technical diagram with labeled components","metering-comparison.png","hvac/videos/lesson-41d3a7f1-2d0d-5034-96d6-fa0f44b58182.mp4","hvac/audio/lesson-41d3a7f1-2d0d-5034-96d6-fa0f44b58182.mp3","What is the key concept of Metering Devices?","The metering device controls refrigerant flow into the evaporator","The metering device controls refrigerant flow into the evaporator","3"
"hvac-05-05","Refrigeration Cycle","5","Evaporator Operation","The refrigeration cycle is the foundation of everything you'll do in this trade.

Lab: connect manifold gauges to a live system and calculate superheat and subcooling. Connect blue hose to suction port, red to liquid port. Read pressures, convert to saturation temps using PT chart, measure actual line temps, calculate superheat and subcooling. Practice on systems with correct charge, undercharge, and overcharge to see how numbers change.

Here are the key terms. Write these down.

Target Superheat: Manufacturer-specified superheat at current conditions.

Target Subcooling: Manufacturer-specified subcooling, typically 10-15F for TXV systems.

Here's why this matters on the job: This is the single most important diagnostic skill in HVAC.

Watch out for these: Verify airflow BEFORE connecting gauges. And — Let system run 15+ minutes before readings

Before you move on — what happens to refrigerant in the evaporator? Don't look it up. Think about it.","HVAC Evaporator Operation technical diagram with labeled components","evaporator-operation.png","hvac/videos/lesson-daf39e52-5588-5643-9638-3e990ddd4fda.mp4","hvac/audio/lesson-daf39e52-5588-5643-9638-3e990ddd4fda.mp3","What is the key concept of Evaporator Operation?","Lab: connect manifold gauges to a live system and calculate superheat and subcooling","Lab: connect manifold gauges to a live system and calculate superheat and subcooling","3"
"hvac-05-06","Refrigeration Cycle","6","Superheat and Subcooling","The refrigeration cycle is the foundation of everything you'll do in this trade.

Quiz testing refrigeration cycle stages, PT chart usage, superheat and subcooling calculations, compressor diagnosis, metering device operation, and gauge reading interpretation.

Here's why this matters on the job: Refrigeration knowledge is core to EPA 608 and every job interview.

Watch out for these: Calculate superheat and subcooling from given readings. And — Know what high/low values indicate

Before you move on — what happens to refrigerant in the evaporator? Don't look it up. Think about it.","HVAC Superheat and Subcooling technical diagram with labeled components","superheat-subcooling.png","hvac/videos/lesson-8e4dbcd2-39b0-5bbc-a8eb-a7f880335a2c.mp4","hvac/audio/lesson-8e4dbcd2-39b0-5bbc-a8eb-a7f880335a2c.mp3","What is the key concept of Superheat and Subcooling?","Quiz testing refrigeration cycle stages, PT chart usage, superheat and subcooling calculations, compressor diagnosis, metering device operation, and gauge reading interpretation","Quiz testing refrigeration cycle stages, PT chart usage, superheat and subcooling calculations, compressor diagnosis, metering device operation, and gauge reading interpretation","3"
"hvac-06-01","EPA 608 Core","1","EPA 608 Core — Ozone and Regulations","EPA 608 is not optional. You cannot legally touch refrigerant without it. Let's make sure you pass.

CFCs and HCFCs contain chlorine that destroys the ozone layer. One chlorine atom can destroy 100,000 ozone molecules. The Montreal Protocol phased out CFC production (R-12 banned 1996) and is phasing out HCFCs (R-22 production ended 2020). HFCs like R-410A have zero ozone depletion potential but high global warming potential. The Kigali Amendment phases down HFCs. Understanding this history explains why refrigerant handling regulations exist.

Here are the key terms. Write these down.

CFC: Chlorofluorocarbon. Highest ozone depletion. R-12 is a CFC. Banned.

HCFC: Hydrochlorofluorocarbon. Lower ozone depletion. R-22 is an HCFC. Being phased out.

HFC: Hydrofluorocarbon. Zero ozone depletion but high GWP. R-410A is an HFC.

Here's why this matters on the job: EPA 608 exam tests this extensively. Understanding why regulations exist helps you remember the rules.

Watch out for these: Know the CFC/HCFC/HFC hierarchy. And — R-22 can no longer be manufactured but existing stocks can be used

Quick check: what is the maximum fine for knowingly venting refrigerant? If you don't know that number, go back and read it again.","HVAC EPA 608 Core — Ozone and Regulations technical diagram with labeled components","epa608-overview.png","hvac/videos/lesson-785652db-1125-5e78-a1c9-de65f2aa331a.mp4","hvac/audio/lesson-785652db-1125-5e78-a1c9-de65f2aa331a.mp3","What is the key concept of EPA 608 Core — Ozone and Regulations?","CFCs and HCFCs contain chlorine that destroys the ozone layer","CFCs and HCFCs contain chlorine that destroys the ozone layer","3"
"hvac-06-02","EPA 608 Core","2","Refrigerant Properties","EPA 608 is not optional. You cannot legally touch refrigerant without it. Let's make sure you pass.

Section 608 of the Clean Air Act makes it illegal to knowingly vent refrigerant. Fines up to $44,539 per day per violation. Technicians must be EPA 608 certified to purchase refrigerant. Recovery is required before any repair that opens the refrigerant circuit. Records must be kept for refrigerant purchases, usage, and disposal. The law applies to ALL refrigerants including HFCs.

Here are the key terms. Write these down.

Section 608: Clean Air Act provision regulating stationary refrigerant equipment.

Venting Prohibition: Knowingly releasing refrigerant is illegal. Fines up to $44,539 per day.

Here's why this matters on the job: Violations result in personal fines, not just company fines. You are personally liable.

Watch out for these: Venting is illegal for ALL refrigerant types. And — Fines apply to individuals not just companies

Quick check: what is the maximum fine for knowingly venting refrigerant? If you don't know that number, go back and read it again.","HVAC Refrigerant Properties technical diagram with labeled components","refrigerant-types.png","hvac/videos/lesson-e732905c-bd0a-5232-b019-9cd5c77273b7.mp4","hvac/audio/lesson-e732905c-bd0a-5232-b019-9cd5c77273b7.mp3","What is the key concept of Refrigerant Properties?","Section 608 of the Clean Air Act makes it illegal to knowingly vent refrigerant","Section 608 of the Clean Air Act makes it illegal to knowingly vent refrigerant","3"
"hvac-06-03","EPA 608 Core","3","Recovery Recycling Reclaim","EPA 608 is not optional. You cannot legally touch refrigerant without it. Let's make sure you pass.

Refrigerant safety: liquid refrigerant causes frostbite on skin contact. Refrigerant vapor is heavier than air and displaces oxygen in enclosed spaces causing asphyxiation. Decomposed refrigerant (from flame contact) produces phosgene gas which is toxic. Always use PPE when handling refrigerant. Never use an open flame leak detector on systems with refrigerant. Cylinders must be stored upright, away from heat, and secured to prevent falling.

Here are the key terms. Write these down.

Phosgene: Toxic gas produced when refrigerant contacts an open flame. Extremely dangerous.

Asphyxiation: Suffocation from oxygen displacement. Refrigerant vapor sinks and displaces breathable air.

Here's why this matters on the job: Refrigerant safety is tested on every EPA 608 section. More importantly it keeps you alive.

Watch out for these: Refrigerant is heavier than air and sinks. And — Never use open flame leak detectors

Quick check: what is the maximum fine for knowingly venting refrigerant? If you don't know that number, go back and read it again.","HVAC Recovery Recycling Reclaim technical diagram with labeled components","recovery-process.png","hvac/videos/lesson-6bbfccf1-ca8b-5167-b911-33780e89c4cc.mp4","hvac/audio/lesson-6bbfccf1-ca8b-5167-b911-33780e89c4cc.mp3","What is the key concept of Recovery Recycling Reclaim?","Refrigerant safety: liquid refrigerant causes frostbite on skin contact","Refrigerant safety: liquid refrigerant causes frostbite on skin contact","3"
"hvac-06-04","EPA 608 Core","4","Leak Detection and Repair","EPA 608 is not optional. You cannot legally touch refrigerant without it. Let's make sure you pass.

Refrigerant classification: Group 1 (low toxicity, low flammability) includes R-410A, R-22, R-134a. Group 2 (low toxicity, mildly flammable) includes R-32. Group 3 (low toxicity, highly flammable) includes R-290 (propane). Safety group A means low toxicity, B means higher toxicity. Flammability class 1 means no flame propagation, 2L means mildly flammable, 3 means highly flammable. Cylinder colors identify refrigerants: R-410A is rose/pink, R-22 is green, R-134a is light blue.

Here are the key terms. Write these down.

ASHRAE 34: Standard classifying refrigerants by toxicity and flammability.

A2L: Low toxicity, mildly flammable. Includes newer low-GWP refrigerants like R-32.

Here's why this matters on the job: Knowing refrigerant classifications prevents dangerous mixing and ensures proper handling.

Watch out for these: Never mix refrigerants. And — Cylinder color identifies the refrigerant type

Quick check: what is the maximum fine for knowingly venting refrigerant? If you don't know that number, go back and read it again.","HVAC Leak Detection and Repair technical diagram with labeled components","leak-detection.png","hvac/videos/lesson-3325947e-f78e-5157-94f1-bb4b466cc2e4.mp4","hvac/audio/lesson-3325947e-f78e-5157-94f1-bb4b466cc2e4.mp3","What is the key concept of Leak Detection and Repair?","Refrigerant classification: Group 1 (low toxicity, low flammability) includes R-410A, R-22, R-134a","Refrigerant classification: Group 1 (low toxicity, low flammability) includes R-410A, R-22, R-134a","3"
"hvac-06-05","EPA 608 Core","5","Core Exam Practice","EPA 608 is not optional. You cannot legally touch refrigerant without it. Let's make sure you pass.

Pressure-temperature fundamentals for EPA 608: every refrigerant has a unique PT relationship. At the same pressure different refrigerants have different saturation temperatures. This is why you must know which refrigerant is in the system before connecting gauges. R-410A operates at approximately 1.6 times the pressure of R-22 at the same temperature. Using R-22 gauges on an R-410A system can be dangerous because the pressures exceed the gauge range.

Here are the key terms. Write these down.

Saturation: The condition where liquid and vapor coexist at a given pressure and temperature.

Here's why this matters on the job: PT relationships are tested extensively on the EPA 608 exam.

Watch out for these: R-410A pressures are much higher than R-22. And — Use gauges rated for the refrigerant in the system

Quick check: what is the maximum fine for knowingly venting refrigerant? If you don't know that number, go back and read it again.","HVAC Core Exam Practice technical diagram with labeled components","epa608-overview.png","hvac/videos/lesson-725fb861-b9ea-5e47-8de5-208923ed315a.mp4","hvac/audio/lesson-725fb861-b9ea-5e47-8de5-208923ed315a.mp3","What is the key concept of Core Exam Practice?","Pressure-temperature fundamentals for EPA 608: every refrigerant has a unique PT relationship","Pressure-temperature fundamentals for EPA 608: every refrigerant has a unique PT relationship","3"
